Name,Url,SizeOfOptionalHeader,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags
EXCEL.EXE,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,9,0,16813056,3955200,0,14612,4096,16609280,512,5,0,0,0,5,0,20779008,1024,20819081,2,32832,1048576,4096,1048576,4096
excelcnv.exe,http://www.vilagnomad.com/wp-content/plugins/cforms146/js/cforms.js,224,9,0,15067648,2755072,0,1126416,4096,15597568,512,5,0,0,0,5,0,17829888,1024,17832963,2,32832,1048576,4096,1048576,4096
GRAPH.EXE,craftcollectible.com/burst/quin/mjnj.bin,224,9,0,3176960,1116672,0,3156431,4096,4739072,512,5,0,0,0,5,0,4304896,1024,4354607,2,32832,1048576,4096,1048576,4096
MSOHTMED.EXE,http://9779.info/%E7%B2%AE%E9%A3%9F%20%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,58880,7680,0,57789,4096,65536,512,5,1,0,0,5,1,77824,1024,71944,2,33088,1048576,4096,1048576,4096
MSOSYNC.EXE,http://img8.007swz.com/cpimg/pintupinban/6houYePH28_1342686212.jpg,224,9,0,390144,361472,0,179925,4096,659456,512,5,1,0,0,5,1,765952,1024,754911,2,32832,1048576,4096,1048576,4096
MSOUC.EXE,http://www.0068555.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,267264,89088,0,214937,4096,352256,512,5,1,0,0,5,1,368640,1024,364329,2,32832,1048576,4096,1048576,4096
MSQRY32.EXE,http://www.114633.com/cl/?module=System&method=LiveTop&args=livehall,224,9,0,595456,74752,0,573392,4096,733184,512,5,0,0,0,5,0,700416,1024,731260,2,32832,1048576,4096,4096,4096
MSTORDB.EXE,hutagosya.com,224,9,0,606720,90112,0,487425,4096,651264,512,5,1,0,0,5,1,704512,1024,760329,2,32832,1048576,4096,1048576,4096
MSTORE.EXE,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E6%A0%91%E5%8F%B6%E5%9B%BE%E7%89%87/,224,9,0,75776,25600,0,61686,4096,122880,512,5,1,0,0,5,1,114688,1024,118056,2,32832,1048576,4096,1048576,4096
NAMECONTROLSERVER.EXE,http://www.mt6669.com/cl/tpl/montecarlo/ver1/css/montecarlo.css?v=ver16.32,224,9,0,51200,32256,0,49389,4096,94208,512,5,1,0,0,5,1,94208,1024,151283,2,32832,1048576,4096,1048576,4096
OIS.EXE,fapet.ipb.ac.id/isai/modules/mod_upgrade/bot.exe,224,9,0,63488,204800,0,51529,4096,106496,512,5,1,0,0,5,1,282624,1024,290802,2,32832,1048576,4096,1048576,4096
ONENOTE.EXE,safety.microsoft.com.xrhdpl.r9udntozlkvtbsczig.stream,224,9,0,1108480,573952,0,6312,4096,1236992,512,5,1,0,0,5,1,1695744,1024,1732714,2,32832,1048576,4096,1048576,4096
ONENOTEM.EXE,http://bjpgqsc.com/gwzh/class/?0.html&page=2&showtj=&showhot=&key=,224,9,0,43008,179200,0,36914,4096,49152,512,5,1,0,0,5,1,233472,1024,273328,2,32832,1048576,4096,1048576,4096
OUTLOOK.EXE,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E6%95%99%E7%A8%8B/,224,9,0,13552640,2330112,512,7944,4096,13705216,512,5,1,0,0,5,1,15900672,1024,15910270,2,32832,1048576,4096,1048576,4096
POWERPNT.EXE,http://chinesevie.com/index.php?option=com_content&view=article&id=443%3Ashou-zhu-dai-tu&catid=55%3Areading&Itemid=275&lang=en,224,9,0,4608,2150912,0,4296,4096,8192,512,5,1,0,0,5,1,2170880,1024,2163997,2,32832,1048576,4096,1048576,4096
PPTICO.EXE,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%AA%97%E6%88%B7%E5%8D%A1%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,9,0,0,3786240,0,0,4096,4096,512,5,1,0,0,5,1,3792896,512,3819163,2,1024,1048576,4096,1048576,4096
IEContentService.exe,http://www.jin0044.com/ipl/app/help.php?GameType=5837&lang=zh-cn&HALLID=3820004&State=0,224,9,0,353792,241664,0,312636,4096,647168,512,5,1,0,0,5,1,610304,1024,636825,2,32832,1048576,4096,1048576,4096
misc.exe,http://bjpgqsc.com/gwzh/class/?0.html&page=2&showtj=&showhot=&key=,224,9,0,0,564736,0,0,4096,4096,512,5,1,0,0,5,1,569344,512,591291,2,1024,1048576,4096,1048576,4096
SCANPST.EXE,http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/fbtrack.js,224,9,0,26112,27136,0,22407,4096,110592,512,5,1,0,0,5,1,65536,1024,73330,2,33088,1048576,4096,1048576,4096
SELFCERT.EXE,http://9779.info/%E7%BA%A2%E7%BB%BF%E8%93%9D%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,299008,243712,0,287491,4096,507904,512,5,1,0,0,5,1,548864,1024,576479,2,33088,1048576,4096,1048576,4096
SETLANG.EXE,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/,224,9,0,10752,16384,0,8650,4096,57344,512,5,1,0,0,5,1,40960,1024,36394,2,33088,1048576,4096,1048576,4096
VPREVIEW.EXE,http://www.vilagnomad.com/tables/quick-loans-no-credit-check.php,224,9,0,329728,243200,0,305955,4096,565248,512,5,1,0,0,5,1,585728,1024,618359,2,33088,1048576,4096,1048576,4096
WINWORD.EXE,http://9779.info/%E4%B8%AD%E5%AD%A6%E7%94%9F%E7%B2%98%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,224,9,0,7680,1408000,0,4332,4096,16384,512,5,1,10,0,5,1,1429504,1024,1466051,2,32832,1048576,4096,1048576,4096
Wordconv.exe,http://linenghb.com/utopia-bedding-flat-sheet-100-cotton-for-maximum-softness-and-easy-care-elegant-double-stitched-tailoring-twin-white/,224,9,0,10752,4608,0,11421,4096,16384,512,5,1,10,0,5,1,28672,1024,44403,2,32832,1048576,4096,1048576,4096
WORDICON.EXE,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131013/214.html,224,9,0,0,1851904,0,0,4096,4096,512,5,1,0,0,5,1,1859584,512,1896216,2,1024,1048576,4096,1048576,4096
XLICONS.EXE,support-37rk7.stream,224,9,0,0,1473024,0,0,4096,4096,512,5,1,0,0,5,1,1478656,512,1505917,2,1024,1048576,4096,1048576,4096
crashreporter.exe,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB/,224,8,0,45056,69632,0,43536,4096,49152,4096,4,0,0,0,4,0,118784,4096,149769,2,320,1048576,4096,1048576,4096
firefox.exe,http://9779.info/%E6%89%8B%E5%B7%A5%E8%B4%9D%E5%A3%B3%E7%B1%BB%E7%B2%98%E8%B4%B4%E7%94%BB/,224,8,0,8192,905216,0,6256,4096,12288,4096,4,0,0,0,4,0,917504,4096,935191,2,320,1048576,4096,262144,4096
plugin-container.exe,http://www.fwjia.com/d/pic/p/2014/11/21/8e1086882934037d0757a40b539556b4.jpg,224,8,0,3072,5632,0,5504,4096,8192,512,4,0,0,0,4,0,24576,1024,73752,2,320,1048576,4096,262144,4096
helper.exe,http://style.org.hc360.com/js/detail/scripts/hc.detail.indexMod.min.js,224,8,0,26112,188928,2048,13292,4096,32768,512,4,0,0,0,4,0,335872,1024,772812,2,1024,1048576,4096,1048576,4096
updater.exe,http://www.jin0044.com/cl/?module=System&method=LiveTop&args=livehall,224,8,0,114688,147456,0,29792,4096,118784,4096,4,0,0,0,4,0,266240,4096,314036,2,320,1048576,4096,1048576,4096
Skype.exe,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,224,2,25,17645568,16098816,0,1805886,4096,17649664,512,5,0,0,0,5,0,33853440,1024,19578734,2,0,1048576,16384,1048576,4096
TweetDeck.exe,http://www.ljks.cn/bbs/data/attachment/forum/201412/01/091835fk6nncpfzeeeeoqj.jpg,224,9,0,32256,109568,0,5926,4096,36864,512,5,0,0,0,5,0,159744,1024,64395,2,33088,1048576,4096,1048576,4096
COMREG.EXE,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%AA%97%E6%88%B7%E5%8D%A1%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,8,0,65536,32768,0,15810,4096,69632,4096,4,0,0,0,4,0,102400,4096,158884,3,0,1048576,4096,1048576,4096
rpctool.exe,http://grasslandhotel.com.vn/index.php/tours/hoiantours/items/fbtrack.js,224,8,0,69632,28672,0,4635,4096,73728,4096,4,0,0,0,4,0,102400,4096,163212,3,0,1048576,4096,1048576,4096
TPAutoConnect.exe,http://9779.info/%E5%85%B3%E4%BA%8E%E6%85%88%E7%88%B1%E7%B2%98%E8%B4%B4%E7%94%BB/,224,6,0,225280,163840,0,107491,4096,229376,4096,4,0,0,0,4,0,393216,4096,416438,3,0,1048576,4096,1048576,4096
TPAutoConnSvc.exe,http://9779.info/%E5%85%B3%E4%BA%8E%E5%A4%A9%E6%B0%94%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,6,0,118784,126976,0,32490,4096,122880,4096,4,0,0,0,4,0,249856,4096,285669,2,0,1048576,4096,1048576,4096
c-stubber.exe,http://bjpgqsc.com/gwzh/class/?0.html&page=2&showtj=&showhot=&key=,224,8,0,221184,139264,0,140440,4096,225280,4096,4,0,0,0,4,0,364544,4096,397870,3,0,1048576,4096,1048576,4096
VMip.exe,http://3cf.ru/2015/03/04/vladimir-pytin-ykrainskih-deneg-za-gaz-hvatit-tolko-na-dvoe-sytok/,224,8,0,184320,151552,0,10335,4096,188416,4096,4,0,0,0,4,0,344064,4096,400717,3,0,1048576,4096,1048576,4096
VMUpgradeHelper.exe,http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/fbtrack.js,224,8,0,102400,77824,0,93917,4096,106496,4096,4,0,0,0,4,0,184320,4096,244832,3,0,1048576,4096,1048576,4096
VMwareCplLauncher.exe,vezhyrmd.com,224,8,0,172032,147456,0,139378,4096,176128,4096,4,0,0,0,4,0,327680,4096,352519,2,0,1048576,4096,1048576,4096
VMwareResolutionSet.exe,http://www.824555.com/cl/js/jquery-ui-1.8.21.custom.min.js?v=ver17.32,224,8,0,176128,126976,0,7034,4096,180224,4096,4,0,0,0,4,0,311296,4096,321369,3,0,1048576,4096,1048576,4096
VMwareService.exe,thaitp47.com/libraries/cms/review/file.php,224,8,0,319488,221184,0,99506,4096,323584,4096,4,0,0,0,4,0,901120,4096,603074,3,0,1048576,4096,1048576,4096
VMwareToolsUpgrader.exe,lastikpark.us,224,8,0,315392,229376,0,229160,4096,319488,4096,4,0,0,0,4,0,548864,4096,483195,2,0,1048576,4096,1048576,4096
VMwareTray.exe,http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,224,8,0,188416,225280,0,13062,4096,192512,4096,4,0,0,0,4,0,421888,4096,472613,2,0,1048576,4096,1048576,4096
VMwareUser.exe,http://9779.info/%E7%94%B5%E8%A7%86%E5%A2%99%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,224,8,0,483328,270336,0,183840,4096,487424,4096,4,0,0,0,4,0,1196032,4096,786686,2,0,1048576,4096,1048576,4096
VMwareXferlogs.exe,http://www.xpj5988.com/js/jd_lib.js;jsessionid=A77C20A90C6790855CB2882AD06183ED,224,8,0,24576,12288,0,4771,4096,28672,4096,4,0,0,0,4,0,40960,4096,85498,3,0,1048576,4096,1048576,4096
zip.exe,http://domainpark.sitelutions.com/include_files/css/sitelutions1.css,224,7,10,102400,348160,0,63493,4096,106496,4096,4,0,0,0,4,0,454656,4096,199195,3,0,1048576,4096,1048576,4096
MpCmdRun.exe,http://9779.info/%E7%94%A8%E7%BA%BD%E6%89%A3%E5%81%9A%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,139264,17920,0,102245,4096,143360,512,6,1,6,1,6,1,167936,1024,202548,3,33088,262144,8192,1048576,4096
MSASCui.exe,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,224,9,0,504320,158208,0,56070,4096,512000,512,6,1,6,1,6,1,675840,1536,695391,2,33088,262144,8192,1048576,4096
Journal.exe,http://www.hostmonster.com/media/shared/general/_hm/homestyle.css,224,9,0,816128,975360,0,699350,4096,823296,512,6,1,6,1,6,1,1802240,1024,1832433,2,33088,262144,8192,1048576,4096
PDIALOG.exe,http://9779.info/%E8%9B%8B%E5%A3%B3%E6%8B%BC%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,224,9,0,15360,34304,0,12920,4096,20480,512,6,1,6,1,6,1,57344,1024,95942,2,33088,262144,8192,1048576,4096
wab.exe,http://chinesevie.com/index.php?option=com_sefservicemap&Itemid=61&lang=en,224,9,0,12288,503296,0,10919,4096,16384,512,6,1,6,1,6,0,524288,1024,572935,2,33088,262144,8192,1048576,4096
wabmig.exe,77.228.191.183:7674/zeujuus/a/modules/config.bin,224,9,0,15872,49664,0,15646,4096,20480,512,6,1,6,1,6,0,77824,1024,121456,2,33088,262144,8192,1048576,4096
WinMail.exe,http://www.xpj5988.com/skin/css/cn.css;jsessionid=A77C20A90C6790855CB2882AD06183ED,224,9,0,24064,372736,0,21944,4096,28672,512,6,1,6,1,6,0,409600,1024,460751,2,33088,262144,8192,1048576,4096
setup_wm.exe,http://chinesevie.com/index.php?option=com_content&view=article&id=105&Itemid=130&lang=en,224,9,0,462848,1555456,0,291953,4096,466944,512,6,1,6,1,6,1,2027520,1536,2037839,2,33088,262144,8192,1048576,4096
wmlaunch.exe,dog.halfbirthdayproducts.com,224,9,0,206336,24576,0,168048,4096,212992,512,6,1,6,1,6,1,241664,1024,293774,2,33088,262144,8192,1048576,4096
wmpconfig.exe,http://9779.info/%E5%8A%A8%E7%89%A9%E7%93%9C%E5%AD%90%20%E8%B4%B4%E7%94%BB/,224,9,0,3584,97792,0,5473,4096,8192,512,6,1,6,1,6,1,114688,1024,157742,2,33088,262144,8192,1048576,4096
WMPDMC.exe,http://9779.info/%E9%B1%BC%E7%9A%84%E7%BB%98%E7%94%BB%E4%BD%9C%E5%93%81/,224,9,0,672768,318976,0,235543,4096,679936,512,6,1,6,1,6,1,1003520,1024,1043649,2,33088,262144,8192,1048576,4096
wmpenc.exe,shizuoka.ssvf.mbsrv.jp,224,9,0,18432,5632,0,18460,4096,24576,512,6,1,6,1,6,1,36864,1024,42739,2,33088,262144,8192,1048576,4096
wmplayer.exe,http://9779.info/%E5%BD%A9%E8%89%B2%E8%9B%8B%E5%A3%B3%E6%8B%BC%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,224,9,0,8704,155648,0,5997,4096,16384,512,6,1,6,1,6,1,180224,1024,200283,2,33856,262144,8192,1048576,4096
wmpnetwk.exe,http://chinacxyy.com/newscodejs.asp?lm2=185&list=9&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,224,9,0,966144,166912,0,843183,4096,970752,512,6,1,6,1,6,1,1142784,1024,1147062,3,33088,262144,8192,1048576,4096
wmpnscfg.exe,http://www.ilovespeedbumps.com/critical-criteria-of-term-life-insurance-some-thoughts/,224,9,0,30720,34304,0,23629,4096,36864,512,6,1,6,1,6,1,77824,1024,82816,2,33088,262144,8192,1048576,4096
wmprph.exe,http://9779.info/%E5%B9%BC%E5%84%BF%E7%AE%80%E5%8D%95%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,53248,10240,0,48616,4096,57344,512,6,1,6,1,6,1,73728,1024,109721,2,33088,262144,8192,1048576,4096
wmpshare.exe,http://9779.info/%E5%BF%AB%E4%B9%90%E6%9A%91%E5%81%87%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,4608,97280,0,5480,4096,12288,512,6,1,6,1,6,1,118784,1024,166908,2,33088,262144,8192,1048576,4096
WMPSideShowGadget.exe,http://www.114633.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,90112,59904,0,84708,4096,94208,512,6,1,6,1,6,0,159744,1024,176407,2,33088,262144,8192,1048576,4096
wordpad.exe,http://9779.info/%E5%BF%AB%E4%B9%90%E6%9A%91%E5%81%87%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,692224,3553280,0,290681,4096,692224,512,6,1,6,1,6,1,4255744,1536,4300266,2,33088,262144,8192,1048576,4096
ImagingDevices.exe,http://9779.info/%E5%85%B3%E4%BA%8E%E8%88%9E%E8%B9%88%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,6656,78848,0,7641,4096,12288,512,6,1,6,1,6,1,98304,1024,138192,2,33088,262144,8192,1048576,4096
sidebar.exe,http://9779.info/%E5%8A%A8%E7%89%A9%E7%BA%B8%E7%BB%B3%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,615936,561152,0,55993,4096,630784,512,6,1,6,1,6,1,1191936,1536,1201172,2,33088,262144,8192,1048576,4096
AcrobatUpdater.exe,http://pjhku.com/plugin.php?id=levsign&m=2&fh=6848d1f0&hook=1&mobile=no,224,9,0,179712,134144,0,77507,4096,184320,512,5,0,0,0,5,0,339968,1024,383648,2,33088,1048576,4096,1048576,4096
AdobeARM.exe,safety.microsoft.com.mdheuyre.34bn4h4bqymsrw867mbx.stream,224,9,0,324608,512512,0,212981,4096,331776,512,5,0,0,0,5,0,876544,1024,859621,2,33088,1048576,4096,1048576,4096
setup.exe,http://9779.info/%E7%B2%AE%E9%A3%9F%20%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,1167872,386048,0,1004516,4096,1175552,512,5,0,0,0,5,0,1593344,1024,1561488,2,32768,1048576,4096,1048576,4096
IE9-Windows7-x86-enu[1].exe,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,224,10,0,118784,354816,0,95851,4096,122880,512,6,1,6,1,5,1,524288,1024,529913,2,33088,262144,8192,1048576,4096
7z920.exe,http://www.027art.com/art/UploadFiles_8975/201107/2011072306472017.jpg,224,6,0,23552,119808,1024,12860,4096,28672,512,4,0,6,0,4,0,204800,1024,0,2,32768,1048576,4096,1048576,4096
adberdr813.exe,http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/style.css,224,5,12,91942,297888,0,591042,499712,598016,512,4,0,0,0,4,0,891808,512,21865038,2,0,1048576,4096,1048576,4096
Firefox%20Setup%205.0.1[1].exe,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E8%8A%B1%E7%93%B6%E6%8B%BC%E8%B4%B4%E7%94%BB/,224,6,0,40960,28672,94208,138496,98304,139264,512,4,0,0,0,4,0,167936,4096,13700594,2,0,1048576,4096,1048576,4096
MOBCleanup.exe,http://www.jin0044.com/ipl/app/help.php?GameType=5707&lang=zh-cn&HALLID=3820004&State=0,224,9,0,140288,60928,0,72408,4096,147456,512,5,0,0,0,5,0,221184,1024,244184,2,33088,1048576,4096,1048576,4096
a.exe,http://9779.info/%E6%B0%B4%E6%9E%9C%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,5120,3584,0,5951,4096,12288,512,6,1,6,1,5,1,20480,1024,53468,2,33088,262144,8192,1048576,4096
SBEServer.exe,http://www.xpj5988.com/promotion.htm;jsessionid=A77C20A90C6790855CB2882AD06183ED,224,9,0,8511488,1287168,0,778420,4096,8515584,512,6,1,6,1,6,1,9809920,1024,9644617,2,33088,262144,8192,1048576,4096
ehexthost.exe,http://9779.info/%E6%B0%B4%E6%9E%9C%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,224,8,0,94208,45056,0,99358,8192,106496,4096,4,0,0,0,4,0,155648,4096,153397,2,33856,1048576,4096,1048576,4096
ehshell.exe,afterwardsgood.tk,224,9,0,10752,89600,0,5511,4096,16384,512,6,1,6,1,6,1,114688,1024,101870,2,33088,262144,8192,1048576,4096
ehtray.exe,http://img1.shikee.com/report/2015/04/24/12073320901358190361.jpg,224,9,0,122880,22528,0,36662,4096,147456,512,6,1,6,1,6,1,155648,1024,166552,2,33088,262144,8192,1048576,4096
ehvid.exe,http://www.xhedu.net/sites/main/UploadFiles/2015/5/small/upfile403481.jpg,224,9,0,220672,14848,0,62501,4096,249856,512,6,1,6,1,6,1,245760,1024,285917,2,33088,262144,8192,1048576,4096
loadmxf.exe,http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/css/style.css,224,8,0,8192,94208,0,14574,8192,16384,4096,4,0,0,0,4,0,114688,4096,117944,3,34112,1048576,4096,1048576,4096
ehmsas.exe,http://www.polska.travel.pl/pogoda-polska/gdansk/pogoda-polska/gdansk/1?miasto=26,224,9,0,23040,15360,0,6141,4096,28672,512,6,1,6,1,6,1,49152,1024,98651,2,33088,262144,8192,1048576,4096
ehprivjob.exe,http://www.ilovespeedbumps.com/inexpensive-hearing-aids-appears-terrific/,224,9,0,211456,15872,0,176557,4096,217088,512,6,1,6,1,6,1,237568,1024,275812,3,33088,262144,8192,1048576,4096
ehrec.exe,http://9779.info/%E7%BE%8E%E6%9C%AF%E5%89%AA%E8%B4%B4%E7%94%BB%E6%B5%B7%E7%BB%B5%E7%BA%B8%E5%9B%BE/,224,9,0,57344,9728,0,14144,4096,65536,512,6,1,6,1,6,1,77824,1024,78754,2,33088,262144,8192,1048576,4096
ehrecvr.exe,http://www.pubyun.com/blog/openstack/rhsummit%e4%b8%8a%e5%8f%91%e5%b8%83%e7%9a%84%e5%87%a0%e4%b8%aa%e5%85%b3%e4%ba%8erhel%e7%9a%84%e6%94%b9%e5%8f%98/,224,9,0,532992,23552,0,85161,4096,532480,512,6,1,6,1,6,1,569344,1024,585585,2,33088,262144,8192,1048576,4096
ehsched.exe,ruzi-hana.co.jp,224,9,0,83456,11264,0,22861,4096,90112,512,6,1,6,1,6,1,106496,1024,115888,2,33088,262144,8192,1048576,4096
RegisterMCEApp.exe,http://9779.info/%E5%A4%9A%E5%BD%A9%E6%B0%91%E6%97%8F%E9%A3%8E%E5%89%AA%E8%B4%B4%E7%94%BB/,224,8,0,8192,94208,0,13358,8192,16384,4096,4,0,0,0,4,0,114688,4096,123027,3,34112,1048576,4096,1048576,4096
WTVConverter.exe,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%AE%B6%E4%B9%A1/,224,9,0,112128,22016,0,24925,4096,118784,512,6,1,6,1,6,1,147456,1024,151393,2,33088,262144,8192,1048576,4096
mcGlidHost.exe,http://jornalistasdeangola.com/wp-content/themes/nu-white/style.css?ver=4.2.2,224,9,0,41984,7168,0,10981,4096,49152,512,6,1,6,1,6,1,61440,1024,109168,2,33088,262144,8192,1048576,4096
McrMgr.exe,http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/style.css,224,9,0,227840,83968,0,23391,4096,233472,512,6,1,21315,20512,6,1,323584,1536,363429,2,33088,262144,8192,1048576,4096
mcspad.exe,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E7%94%A8%E4%BB%80%E4%B9%88%E7%B2%98/,224,9,0,12288,4608,0,12241,4096,16384,512,6,1,6,1,6,1,28672,1024,78756,2,33088,262144,8192,1048576,4096
mcupdate.exe,http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,224,9,0,180224,17408,0,181526,4096,184320,512,6,1,6,1,6,1,208896,1024,205137,2,33088,262144,8192,1048576,4096
Mcx2Prov.exe,http://9779.info/%E4%BC%98%E7%A7%80%E5%8D%A1%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,156672,13312,0,122817,4096,163840,512,6,1,6,1,6,1,180224,1536,181734,2,33088,262144,8192,1048576,4096
McxTask.exe,http://bjpgqsc.com/jypt/class/?0.html&page=2&showtj=&showhot=&key=,224,9,0,28160,5632,0,24986,4096,32768,512,6,1,6,1,6,1,45056,1024,59169,2,33088,262144,8192,1048576,4096
MediaCenterWebLauncher.exe,http://media.zumvu.com/2013/blog-cover-photos/20131127-4-1385572438-161-1385572352.jpg,224,8,0,36864,16384,0,42862,8192,49152,4096,4,0,0,0,4,0,73728,4096,106373,2,34112,1048576,4096,1048576,4096
MSBuild.exe,http://ru.pokerstrategy.com/media/tellafriend/ru/Homepage/00-x-1-ps-7ZBxPO.gif?referrer=maripuska,224,8,0,61440,16384,0,67262,8192,73728,4096,4,0,0,0,4,0,98304,4096,112109,3,1344,1048576,4096,1048576,4096
ComSvcConfig.exe,http://www.wu8188.com/cl/?module=System&method=LiveTop&args=livehall,224,8,0,147456,8192,0,155390,8192,155648,4096,4,0,0,0,4,0,172032,4096,208347,3,1344,1048576,4096,1048576,4096
dfsvc.exe,http://thumb.webps.cn/i1/img/4/TB1D195GVXXXXX0XpXXXXXXXXXX_%21%210-item_pic.jpg_200x200.jpg,224,8,0,2560,2048,0,10590,8192,16384,512,4,0,0,0,4,0,32768,512,48285,2,1280,1048576,4096,1048576,4096
Narrator.exe,http://schertzauto.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.6.0&ver=4.2.2,224,8,0,978944,94208,0,983054,8192,991232,4096,4,0,0,0,4,0,1089536,4096,1107137,2,34112,1048576,4096,1048576,4096
SMSvcHost.exe,http://www.atthetopproperties.com/wp-includes/limit/dwgdoc,224,8,0,98304,20480,0,103086,8192,106496,4096,4,0,0,0,4,0,131072,4096,140865,3,1344,1048576,4096,1048576,4096
WsatConfig.exe,http://www.thenathanbaker.com/thenathanbaker.com/contact/rw_common/themes/simple/styles.css,224,8,0,131072,8192,0,138990,8192,139264,4096,4,0,0,0,4,0,155648,4096,169644,3,1344,1048576,4096,1048576,4096
PresentationFontCache.exe,http://www.3344mt.com/cl/tpl/montecarlo/ver1/css/montecarlo.css?v=ver16.32,224,8,0,24576,8192,0,29806,8192,32768,4096,4,0,0,0,4,0,49152,4096,82589,3,1344,1048576,4096,1048576,4096
Narrator.ni.exe,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%88%9B%E6%84%8F/,224,8,0,0,0,0,0,0,0,512,5,0,0,0,5,0,2637824,512,0,2,34112,0,0,0,0
PresentationFontCache.ni.exe,http://fpdownload2.macromedia.com/pub/shockwave/cabs/flash/swflash.cab,224,8,0,0,0,0,0,0,0,512,5,0,0,0,5,0,65536,512,0,3,1344,0,0,0,0
SMSvcHost.ni.exe,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,224,8,0,0,0,0,0,0,0,512,5,0,0,0,5,0,380928,512,0,3,1344,0,0,0,0
LoadMxf.ni.exe,keciorenkoltukyikama.net,224,8,0,0,0,0,0,0,0,512,5,0,0,0,5,0,40960,512,0,3,34112,0,0,0,0
